Nem Lula nem o partido ainda encontraram um discurso para se diferenciar.	Nem Lula nem o partido ainda encontraram um discurso para se diferenciar .	expl
A modelo Monique Evans, um dos destaques do Carnaval carioca deste ano, vai submeter-se a uma tomografia computadorizada na próxima semana para verificar a origem de um pontinho que apareceu em seu rim.	A modelo Monique Evans , um de os destaques de o Carnaval carioca de este ano , vai submeter se a uma tomografia computadorizada em a próxima semana para verificar a origem de um pontinho que apareceu em seu rim .	expl
Monique, 37, disse que descobriu a marquinha, que não é pedra no rim quando se separou do marido, em junho passado.	Monique , 37 , disse que descobriu a marquinha , que não é pedra em o rim quando se separou de o marido , em junho passado .	expl
Não sei se ele vai querer meu apoio, mas farei tudo que puder por ele.	Não sei se ele vai querer meu apoio , mas farei tudo que puder por ele .	mark
June não respondeu se também estava apaixonada.	June não respondeu se também estava apaixonada .	mark
Luis Oca a se suicida na França	Luis Oca a se suicida em a França	expl
O ciclista espanhol, 48, se suicidou em Caupenne dArmagnac, no sul da França com um tiro.	O ciclista espanhol , 48 , se suicidou em Caupenne dArmagnac , em o sul de a França com um tiro .	expl
Wator se chocou com um companheiro de equipe.	Wator se chocou com um companheiro de equipe .	expl
No PPR, a discussão será sobre a política de alianças e se ela inclui o PSDB, além dos novos candidatos do partido a presidente.	Em o PPR , a discussão será sobre a política de alianças e se ela inclui o PSDB , além de os novos candidatos de o partido a presidente .	mark
O ministro limitou-se a dizer que havia conversado por telefone com assessores do presidente Itamar Franco sobre a proposta de uma nova legislação contra abusos do poder econômico.	O ministro limitou se a dizer que havia conversado por telefone com assessores de o presidente Itamar Franco sobre a proposta de uma nova legislação contra abusos de o poder econômico .	expl
A assessoria de imprensa da Secretaria de Vias Públicas disse ontem que a prefeitura só vai se manifestar depois que for notificada pela Justiça.	A assessoria de imprensa de a Secretaria de Vias Públicas disse ontem que a prefeitura só vai se manifestar depois que for notificada por a Justiça .	expl
Tem que se demonstrar através de contas e de raciocínios que o expurgo significará perda.	Tem que se demonstrar através de contas e de raciocínios que o expurgo significará perda .	expl
Como não se pretende o monopólio da verdade, apresento o raciocínio (e as contas) que fundamentam a tese de que não haverá perdas.	Como não se pretende o monopólio de a verdade , apresento o raciocínio ( e as contas ) que fundamentam a tese de que não haverá perdas .	nsubj
Blatter disse que o Comitê não levou em consideração o fato do jogador ter se desculpado e comparecido ao hospital para visitar o norte-americano Tab Ramos.	Blatter disse que o Comitê não levou em consideração o fato de o jogador ter se desculpado e comparecido a o hospital para visitar o norte-americano Tab Ramos .	obj
Também não nos interessa se o jogador estava internado ou não.	Também não nos interessa se o jogador estava internado ou não .	mark
Mas o resultado, surpreendentemente, foi o mesmo no que se refere à reconstituição do princípio da autoridade.	Mas o resultado , surpreendentemente , foi o mesmo em o que se refere a a reconstituição de o princípio de a autoridade .	obj
Desculpe-se.	Desculpe se .	obj
No Brasil, coisa esquisita, já se negociou CDB de seis meses uma eternidade, hoje em dia.	Em o Brasil , coisa esquisita , já se negociou CDB de seis meses uma eternidade , hoje em dia .	nsubj
Dallari, após negociações com os laboratórios, candidamente anunciou que para janeiro, não se pode fazer mais nada, mas em fevereiro os reajustes serão iguais à inflação.	Dallari , após negociações com os laboratórios , candidamente anunciou que para janeiro , não se pode fazer mais nada , mas em fevereiro os reajustes serão iguais a a inflação .	nsubj
Em março, esboça-se a mesma tendência.	Em março , esboça se a mesma tendência .	expl
Caio Gorentzvaig, cotista da Petroplastic, disse que o arresto cairá automaticamente quando seu pai, Boris, se der por citado e oferecer bens imóveis à penhora.	Caio Gorentzvaig , cotista de a Petroplastic , disse que o arresto cairá automaticamente quando seu pai , Boris , se der por citado e oferecer bens imóveis a a penhora .	expl
O talento de Barros continua lá, apesar de Marilia Pêra se empenhar em tomar conta do filme com um histrionismo fora de lugar.	O talento de Barros continua lá , apesar de Marilia Pêra se empenhar em tomar conta de o filme com um histrionismo fora de lugar .	expl
Segundo Rosa, nutricionista e professora da PUC de Campinas, junto com os alimentos se ingerem e digerem afetos.	Segundo Rosa , nutricionista e professora de a PUC de Campinas , junto com os alimentos se ingerem e digerem afetos .	expl
Nunca vi um partido render-se tão rápida e incondicionalmente como o PT está fazendo.	Nunca vi um partido render se tão rápida e incondicionalmente como o PT está fazendo .	expl
Multiplique isso por 15, some o valor do transporte e se tem US$ 400 mil.	Multiplique isso por 15 , some o valor de o transporte e se tem US$ 400 mil .	nsubj
Nos EUA, o Museu da OEA (Organização dos Estados Americanos) já tem agendada uma exposição de Amélia, mas ela não sabe se instala lá suas Sete Ondas.	Em os EUA , o Museu de a OEA ( Organização de os Estados Americanos ) já tem agendada uma exposição de Amélia , mas ela não sabe se instala lá suas Sete Ondas .	mark
Um Gol e um Voyage se chocaram.	Um Gol e um Voyage se chocaram .	expl
O kratos não é do povo; é seu, se tanto, o ouvido, o olhar.	O kratos não é de o povo ; é seu , se tanto , o ouvido , o olhar .	case
há mais de um ano, o México encontra-se numa situação de desequilíbrio potencial permanente no balanço de transações correntes e no orçamento fiscal, que foi compensado mais recentemente por um endividamento crescente do setor público nas praças financeiras internacionais, em particular na Bolsa de Nova York.	há mais de um ano , o México encontra se em uma situação de desequilíbrio potencial permanente em o balanço de transações correntes e em o orçamento fiscal , que foi compensado mais recentemente por um endividamento crescente de o setor público em as praças financeiras internacionais , em particular em a Bolsa de Nova York .	expl
Já em Ancara que se tornaria capital Kemal presidiu a grande Assembléia Nacional.	Já em Ancara que se tornaria capital Kemal presidiu a grande Assembléia Nacional .	expl
Refúgios de pesca se abrem para o turismo	Refúgios de pesca se abrem para o turismo	expl
O otimismo de Van Himst se justifica, em parte, pela entrada do centroavante belgo-croata Josip Weber no time.	O otimismo de Van Himst se justifica , em parte , por a entrada de o centroavante belgo-croata Josip Weber em o time .	expl
Se o jogo terminasse 6 a 0 no primeiro tempo não seria mais que o fiel espelho da partida.	Se o jogo terminasse 6 a 0 em o primeiro tempo não seria mais que o fiel espelho de a partida .	mark
Em algumas cidades, onde os pais têm poder de decisão no sistema educacional, os projetos de novas escolas incorporam computadores, CD-ROM, modem e linhas telefônicas para permitir que os estudantes se comuniquem on line.	Em algumas cidades , onde os pais têm poder de decisão em o sistema educacional , os projetos de novas escolas incorporam computadores , CD-ROM , modem e linhas telefônicas para permitir que os estudantes se comuniquem on line .	iobj
Tome-se o caso de Ventersdorp, 200 km a oeste de Johannesburgo, uma das 14 cidades declaradas pelo governo áreas de turbulência, estágio suave do estado de emergência.	Tome se o caso de Ventersdorp , 200 km a oeste de Johannesburgo , uma de as 14 cidades declaradas por o governo áreas de turbulência , estágio suave de o estado de emergência .	nsubj
Na loja de Nova York, o Compaq Aero está por US$ 996,97 (se chegar às 9h da manhã, ganha o cupom de desconto de US$ 100).	Em a loja de Nova York , o Compaq Aero está por US$ 996,97 ( se chegar a as 9h de a manhã , ganha o cupom de desconto de US$ 100 ) .	mark
Desta forma, para se proteger de uma reviravolta inoportuna dos índices econômicos, FHC e seus amigos do governo tiveram o cuidado de fixar um calendário vantajoso.	de esta forma , para se proteger de uma reviravolta inoportuna de os índices econômicos , FHC e seus amigos de o governo tiveram o cuidado de fixar um calendário vantajoso .	expl
E os são-paulinos podem se conformar com o Zico.	E os são-paulinos podem se conformar com o Zico .	expl
Em se tratando do vídeo, pra mim é uma fortuna.	Em se tratando de o vídeo , pra mim é uma fortuna .	expl
Collor sai para jantar e se assusta com flashes	Collor sai para jantar e se assusta com flashes	expl
Embora não fosse o alvo, o ex-presidente assustou-se com os flashes.	Embora não fosse o alvo , o ex-presidente assustou se com os flashes .	expl
Restaurante tem seu ponto forte no balcão de grelhados, que se sobrepõe aos prosaicos sushis e sashimis	Restaurante tem seu ponto forte em o balcão de grelhados , que se sobrepõe a os prosaicos sushis e sashimis	expl
Trinta empresários argentinos e 25 brasileiros se reúnem na próxima sexta-feira em seminário da FGV para debater perspectivas do setor privado nos dois países com o Mercosul.	Trinta empresários argentinos e 25 brasileiros se reúnem em a próxima sexta-feira em seminário de a FGV para debater perspectivas de o setor privado em os dois países com o Mercosul .	expl
No filme, uma garota (Alex) é colocada por engano no mesmo quarto de dois rapazes e se apaixona por Eddy.	Em o filme , uma garota ( Alex ) é colocada por engano em o mesmo quarto de dois rapazes e se apaixona por Eddy .	expl
Mas Eddy ama Stuart e eles acabam se desencontrando.	Mas Eddy ama Stuart e eles acabam se desencontrando .	expl
A Eufrasio Veículos, revendedora Ford, aposta no showroom sazonal e se prepara para começar a atuar em Campos do Jordão por dois meses.	A Eufrasio Veículos , revendedora Ford , aposta em o showroom sazonal e se prepara para começar a atuar em Campos de o Jordão por dois meses .	expl
E como você se sente como estrela de cinema?	E como você se sente como estrela de cinema ?	expl
Quando se está num ambiente como o que eu vivia, você não sabe que existe todo um mundo diferente fora dali.	Quando se está em um ambiente como o que eu vivia , você não sabe que existe todo um mundo diferente fora de ali .	nsubj
