,0
"Trata-se de uma estratégia de inflação reprimida, pronta para rebelar-se pela via da explosão cambial no momento em que os agentes econômicos se convencem de que não é sustentável, e em que os capitais começam a fugir.",expl
"É o que se chama de «alavancagem» com um empréstimo de US$ 10, por exemplo, pode-se entrar em um jogo de US$ 100 ou mais.",nsubj
"Como melhorar o ensino superior sem transformar as universidades em «escolões», onde os professores só repetem e se afastam da pesquisa?",expl
"A empresa, com sede em Caieiras (35 km a norte de SP), pretende se mudar para o Empresarial Jaraguá, onde adquiriu 6.000 m2.",expl
"Ao mesmo tempo o atual papado esmagou a teologia da libertação, teorias de concorrência feroz são implantadas em toda parte, o fascismo está de volta, Fidel Castro se tornou uma espécie de Somoza e até Martin Luther King, ficou provado, era plagiário.",expl
"No plano dos costumes, a reviravolta se apresenta sob aspecto viral, epidêmico.",expl
Lucena se declarou «pressionado» pela imprensa e pela necessidade de buscar o quórum nas sessões da revisão.,expl
"Os primeiros descontos aconteceriam na folha de pagamento deste mês, que se encerra dia 15.",expl
"Até as 20h, ele não havia se pronunciado sobre a extensão da medida também aos trabalhos da revisão.",expl
"Os desfiles se realizam pelo segundo ano em tendas ou pavilhões localizados no Bryant Park, que fica atrás da Biblioteca Nacional, na rua 40.",expl
"Ontem, vários operadores da Bovespa creditavam a queda do índice da bolsa à percepção do mercado financeiro de que o PFL leia-se ACM está desembarcando da candidatura de FHC.",nsubj
A imprensa já se esqueceu de que os oligopólios são o vilão da URV e do plano FHC.,expl
"Pode-se dizer, em outras palavras, e a «grosso modo», que o aluguel do primeiro mês de reajuste sempre embute (por estimativa) uma inflação que reduzirá o aluguel nominal ao seu valor real na metade do período de reajuste subsequente.",nsubj
"Tudo isso deve ser considerado para que se entenda que uma exata transposição do aluguel praticado em cruzeiros reais para o sistema da URV só é possível se os contratantes procederem a uma extração da média dos aluguéis nos últimos meses que corresponderem a periodicidade de reajustamento do contrato, para, só então, transformar tal média em URVs.",mark
"Trata-se do conselho de franqueados, que começa a surgir em algumas redes como McDonald's, Água de Cheiro, Multicoisas e Localiza.",expl
As negociações com os petebistas se prolongaram até o início da madrugada de ontem.,expl
"Além do PSDB e do PFL, coligou-se em torno da candidatura Covas o pequeno PV.",expl
"Afinal, por mais que tentem matar o craque, ele sempre sobrevive, aqui ou ali, onde menos se espera.",nsubj
Menem se lança candidato em 2003,iobj
"O presidente argentino, Carlos Menem, disse que lançará sua candidatura para a eleição de 2003 se for eleito em 1995.",mark
Tratava-se de um imposto sobre o capital.,expl
Tratavam-se de contribuições para construir os ágeis barcos trirremes.,expl
"«Os demais estão sendo poupados, mas poderiam jogar se fosse preciso.»",cop
"Doucet se inspirava muito em suas viagens e refletia isso no título de vários de seus trabalhos, como «Guatemala Blues» e «Mostar Sarajevo».",expl
O filme passa como vento pelas questões - nada pequenas - dos tratamentos psiquiátricos contemporâneos e se fixa no que existe de mais óbvio na história.,expl
"Isso termina por arrastá-la destestavelmente, sem que se chegue a parte alguma.",nsubj
"Paradoxalmente, é por aí que se podem ver as virtudes de Figgis.",expl
Então é bom a Joyce Pascowitch ir se preparando.,obj
"Existe ambiente político, social e econômico para se produzir automóveis no Brasil?",nsubj
"Pode se reorientar para uma maior produção industrial e contribuir para a criação de mais emprego e riqueza, consequência natural do processo.",obj
Prometer inflação zero extrapola o domínio daquilo que a autoridade monetária pode se comprometer a fazer,expl
"Mas, para que a promessa possa ser efetivamente cumprida, é fundamental que se acredite que o governo irá de fato cumprí-la.",nsubj
"É como se estivesse lá», acrescenta Rodrigo.",fixed
"Um dos responsáveis pela seleção das moças da Ford, que não quis se identificar, aponta o italiano Maldini (considerado pela imprensa européia o «bumbum» mais bonito da Copa), que recebeu apenas um voto, como o mais bonito.",expl
"«O Viola ou o Ronaldão seria um 'black man' perfeito» disse um dos modelos masculinos da Ford, que também não quis se identificar.",expl
"Durante a negociação, ontem à tarde, Muller telefonou para o presidente do São Paulo, Fernando Casal de Rey, e se lamentou.",expl
"Foi nesse papel que, encarnada por outra Jacqueline (Bisset), Jackie O. debutou na tela, 15 anos depois de ter-se transformado na mais pranteada e sedutora viúva deste século.",expl
"Mais uma vez, se vê que a deseducação é o problema que mais sai caro ao Brasil.",nsubj
"A campanha eleitoral encerrou-se na noite de quinta-feira, com um pronunciamento de oito minutos de todos os candidatos.",expl
"O advogado José Carlo Dri, que defende os responsáveis pela boate, se recusou a falar.",expl
"A coreografia criada por Bil T. Jones para «An American Evening» chama-se «I Want to Cross Over», com música gospel cantada por Liz McComb.",expl
"O cenário, de Donald Baechler, se compõe de pedaços de um barco, uma pequena casa e um tubo de chaminé.",expl
"A coreografia de Susan Marshall que o Ballet de Lyon dança hoje chama-se «Central Figure», com música de Philip Glass.",expl
"«Inspira-se no mais antigo e melhor bailarino de minha companhia, que morreu no último verão», ela diz.",expl
Os irmãos Gershwin eram tão diferentes que se completavam às maravilhas.,expl
"Às vezes sugeria a George uma mudança no andamento, para que este se adequasse melhor à letra.",expl
"Um caso típico foi o de «Someone to Watch Over Me» (1926), que nasceu «brejeira» e Ira recomendou que ela se tornasse uma balada romântica.",expl
"Notamos ainda que, quando um passageiro brasileiro se inscreve num programa de milhagem de uma companhia aérea internacional que serve o Brasil, passados 30 dias, recebe a proposta da Iapa.",expl
"Ou seja, se tal procedimento não for ocasional e tiver realmente a conivência das transportadoras aéreas, estas estão expressamente contribuindo para a concorrência desleal e ilícita perante os agentes de viagens além de não preservar seus clientes, que não são consultados sobre se querem ou não receber tais propostas ou se autorizam a divulgação de seus nomes e endereços.",mark
"Segundo a tesoureira da campanha de Lula, Tatau Godinho, os custos se resumem à passagem aérea, já que o candidato ficou hospedado na casa do embaixador do Brasil na África do Sul, Antônio Amaral de Sampaio.",expl
"Quando a gente se diz engajado, corre o risco de evocar modelos anteriores e o engajamento hoje deve encontrar formas novas.",expl
O técnico irritou-se com uma pergunta e não a respondeu.,expl
Amaral disse ainda que esse aumento de importações decorre do aumento da demanda que se exerce sobre toda a oferta de produtos.,expl
Esses são os anos em que Elvis deixou de ser o rei do rock'n'roll para tornar-se o símbolo pré-fabricado de uma geração que sonhava com Honolulu e pracinhas.,expl
"E é justamente por isso que não se deve parar, preparando terreno ao futuro presidente.",nsubj
"Além de aumentar o número de cassações, deve-se estimular as demais CPIs sobre Empreiteiras, financiamentos eleitorais e CUT - a CPI da CUT terá o dom de trazer à tona possíveis desvios da burocracia e da praga do corporativismo, o que, acreditem, vai acabar ajudando não apenas o PT mas a democracia.",nsubj
"Mas a roubalheira é apenas a ponta do «lamaçal»: o problema essencial, a grande delinquência, é a baixa taxa de seriedade e compromisso dos homens públicos, responsável por estarmos atolados em níveis jamais vistos de miséria e violência e, como diz o salmo, é aí que «não se pode estar em pé».",nsubj
"E assim, aos 2,5 milhões que o Ministério do Planeamento e Administração do Território já gasta no pagamento do pessoal afecto a estes organismos, vêm juntar-se os montantes das obras propriamente ditas, que os municípios, já com projectos na mão, vêm reivindicar junto do Executivo, como salienta aquele membro do Governo.",obj
"E o dinheiro «não falta só às câmaras», lembra o secretário de Estado, que considera que a solução para as autarquias é «especializarem-se em fundos comunitários».",obj
"Mas como, se muitas não dispõem, nos seus quadros, dos técnicos necessários?",mark
"«Encomendem-nos a projectistas de fora» porque, se as obras vierem a ser financiadas, eles até saem de graça, já que, nesse caso, «os fundos comunitários pagam os projectos, o mesmo não acontecendo quando eles são feitos pelos GAT», dado serem organismos do Estado.",mark
"O Audioman foi desenvolvido na Suíça em apenas sete meses e compõe-se de um microfone e de um altifalante que se podem acoplar facilmente a um computador, devendo ser comercializado ao preço de 290 francos suíços (28 contos).",expl
"Os quatro primeiros temas destinam-se a mostrar o papel de Portugal no mundo e o quinto, o único sem relação com a história nacional, é justificado pela experiência de Barcelona (Port Aventura), que regista assinalável sucesso.",expl
"Uma «zona petting» anexa, em cooperação com o Jardim Zoológico de Lisboa, destina-se a permitir o contacto das crianças com animais.",expl
"«A proposta é muito bem vista, porque será mais vantajosa do que se houver só um pólo de interesse no local», afirmou o major Carlos Barbosa, das relações públicas da Força Aérea, admitindo que, com o parque temático, «se o interesse for diversificado, toda a gente fica a ganhar».",mark
"Para tal, referiu aquele responsável, «foram montadas mais estruturas, mais zonas estão abrangidas e, por isso, mais pessoas se podem candidatar».",expl
"Para que não surjam avarias, Pimpão pediu aos presentes que se empenhem na execução dos termos do acordo, sob pena de a embraiagem se transformar em «travão».",obj
"Co-produção franco-egípcia, «O Emigrante» inspira-se na história de José, filho de Jacob, contando o percurso de Ram que, há 3000 anos, decide abandonar a sua terra árida para se instalar no Egipto dos faraós, centro da civilização.",nsubj
"Tomando a defesa do filme de Chahine, numa sala atulhada, o bastonário dos advogados, Ahmed al-Khawaga, replicou que o realizador egípcio se inspirou na história de José, «mas não se afastou das palavras do Corão que evoca, em termos claros, as propostas feitas ao profeta pela esposa do mestre que o comprou à chegada ao Egipto».",expl
"A aumentar a confusão geral nos meios jornalísticos, chegou entretanto às redacções um outro fax, este assinado pelo deputado Pacheco Pereira, em que se afirma:",nsubj
"(Há quem defenda, no entanto, que se trata de um fax apócrifo, realmente escrito pelo deputado José Magalhães, o qual teria, aliás, imitado a letra do ex-deputado António Barreto.",expl
